job_id,job_key,company_name,url,title,location,description,qualifications,working_condition,ai_summary,title_ja,description_ja,qualifications_ja,working_condition_ja
4002545008,paypaycard__4002545008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002545008,ネットワークエンジニア（福岡）,Fukuoka,,,,福岡でのネットワークエンジニアの求人です。具体的な仕事内容や応募要件は記載されていませんが、ネットワーク関連の技術や経験が求められる可能性があります。勤務条件についての詳細も不明です。,ネットワークエンジニア（福岡）,福岡でのネットワークエンジニアのポジションです。ネットワークの設計、構築、運用を担当していただきます。,ネットワーク関連の資格（CCNAなど）をお持ちの方、実務経験がある方を歓迎します。,フルタイム、週5日勤務。給与は経験に応じて決定します。
4002691008,paypaycard__4002691008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002691008,PMO（プロジェクトマネジメントオフィス）,Remote,,,,PMO（プロジェクトマネジメントオフィス）のリモート勤務の求人です。応募要件や具体的な仕事内容は記載されていませんが、プロジェクト管理に関するスキルが求められる可能性があります。柔軟な働き方を希望する方に適しています。,PMO（プロジェクトマネジメントオフィス）,プロジェクトの計画、実行、監視をサポートし、プロジェクトの成功を確実にする役割を担います。,プロジェクトマネジメントの経験があり、コミュニケーション能力が高い方を求めています。,フルタイム勤務、リモートワークの可能性あり。
4002741008,paypaycard__4002741008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002741008,PayPayカード キャリア登録,Remote,,,,PayPayカードのキャリア登録を募集しています。勤務地はリモートで、詳細な仕事内容や応募要件は記載されていません。興味のある方は応募を検討してください。,PayPayカード キャリア登録,,,
4002749008,paypaycard__4002749008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002749008,内部統制(IT統制),Hybrid,,,,内部統制（IT統制）のポジションで、勤務地はハイブリッドです。応募要件や具体的な仕事内容は記載されていませんが、IT関連の内部統制に関する経験が求められる可能性があります。勤務条件についての詳細は不明です。,内部統制（IT統制）,,,
4002946008,paypaycard__4002946008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4002946008,障がい者採用(原則在宅勤務 / 全国勤務可),Hybrid,,,,障がい者を対象とした在宅勤務の求人で、全国どこでも勤務可能です。具体的な仕事内容や応募要件は記載されていませんが、柔軟な働き方が可能です。興味のある方は詳細を確認してください。,障がい者採用,原則在宅勤務で、全国どこでも勤務可能です。,特別な資格は必要ありませんが、障がい者手帳をお持ちの方を対象としています。,勤務時間や給与については、面接時に相談の上決定します。
4003023008,paypaycard__4003023008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003023008,Backend Engineer,Hybrid,"We are looking for backend engineers to build, or rebuild, rock solid services with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess and fix the behind-the-scenes to power a top-notch user experience. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラブルでメンテナブルなサービスを構築するバックエンドエンジニアを募集しています。ハイブリッド勤務で、クレジットカード業界の革新を目指し、システムの再設計や新機能の導入に取り組む役割です。多様な課題に挑戦し、他チームとの円滑なコミュニケーションを重視する環境です。,バックエンドエンジニア,私たちは、スケーラビリティとメンテナンス性に重点を置いて、堅牢なサービスを構築または再構築するバックエンドエンジニアを募集しています。PayPayカードは、クレジットカード業界を革新し、支払いをこれまで以上に簡単にすることを目指しています。クレジットカードの体験を次のレベルに引き上げるために、多くの機能を開発中であり、PayPayグループの一部としてPayPayエコシステムへの統合も進めています。また、システムのアーキテクチャを見直し、最高のユーザー体験を実現するために裏側を改善したいと考えています。これには難しいデザインの課題も含まれますが、私たちは正確に実現したいと考えています。急速に変化する決済業界のリーダーとして、私たちのエンジニアには多様性と新しい挑戦に対する熱意が求められます。私たちは、システム内外での継続的な改善を目指し、他のチームとの円滑なコミュニケーションや、多文化環境での効率的なナビゲーションを重視しています。,,
4003024008,paypaycard__4003024008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003024008,Senior Backend Engineer,Hybrid,"We are looking for senior backend engineers to build, or rebuild, rock solid services with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess and fix the behind-the-scenes to power a top-notch user experience. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラビリティとメンテナビリティに重点を置いた堅牢なサービスを構築するシニアバックエンドエンジニアを募集しています。多機能なクレジットカード体験の向上やシステムの再設計に取り組み、迅速な業界の変化に対応できる柔軟で熱意のあるエンジニアを求めています。コミュニケーション能力や多文化環境での協力を重視し、継続的な改善を目指しています。,シニアバックエンドエンジニア,私たちは、スケーラビリティとメンテナンス性に重点を置いた堅牢なサービスを構築または再構築するシニアバックエンドエンジニアを募集しています。PayPay Cardは、クレジットカード業界を革新し、支払いをこれまで以上に簡単にすることを目指しています。クレジットカードの体験を次のレベルに引き上げるために、多くの機能を計画しており、PayPayグループの一部としてPayPayエコシステムへの統合も進めています。また、システムのアーキテクチャを見直し、ユーザー体験を向上させるための裏方を整えることも重要です。これには難しいデザイン上の課題が伴いますが、私たちは正確に実現したいと考えています。急速に進化する決済業界のリーダーとして、私たちのエンジニアには多様性と新しい挑戦に対する熱意が求められます。私たちは、システム内外での継続的な改善を追求し、他のチームとの円滑なコミュニケーションや、多文化環境での効率的なナビゲーションを重視しています。,,
4003029008,paypaycard__4003029008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003029008,Frontend Engineer,Hybrid,"We are looking for web frontend engineers to work on the PayPay Card mini-application, and other web frontend, with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess our frontend systems relevancy and update the architecture according to our product & technical roadmap. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardのミニアプリケーションやウェブフロントエンドの開発を担当するフロントエンドエンジニアを募集しています。スケーラビリティとメンテナビリティに重点を置き、システムの再評価やアーキテクチャの更新を行いながら、決済業界の革新に貢献する役割です。多様性を重視し、他チームとの円滑なコミュニケーションを図れる方を求めています。,フロントエンドエンジニア,PayPay Cardのミニアプリやその他のウェブフロントエンドに取り組むウェブフロントエンドエンジニアを募集しています。スケーラビリティとメンテナンス性に重点を置いています。PayPay Cardは、クレジットカード業界を革新し、支払いをこれまで以上に簡単にすることを目指しています。クレジットカードの体験を次のレベルに引き上げるために、多くの機能を計画しており、PayPayエコシステムへの統合も進めています。また、フロントエンドシステムの関連性を再評価し、製品および技術のロードマップに基づいてアーキテクチャを更新したいと考えています。これには難しいデザイン課題も含まれます。私たちは、正確に実現したいと考えています。急成長する決済業界のリーダーとして、エンジニアには多様性と新しい挑戦に対する熱意が求められます。私たちは、システム内外での継続的な改善を目指しています。また、他のチームと円滑に協力するためのコミュニケーションや、多文化環境で効率的に活動するためのインクルーシビティを重視しています。,,
4003030008,paypaycard__4003030008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003030008,Senior Frontend Engineer,Hybrid,"We are looking for web frontend engineers to work on the PayPay Card mini-application, and other web frontend, with a laser focus on scalability and maintainability.
PayPay Card aims at revolutionizing the credit card industry, making payment easier than ever, from two different angles:
Bring the credit card experience to the next level: we have many functionalities in the pipe to improve our product, not to mention the integration into the PayPay ecosystem as PayPay Card is part of the PayPay Group. (Re-)architect our systems landscape: we want to reassess our frontend systems relevancy and update the architecture according to our product & technical roadmap. It is bundled with difficult design challenges to solve: we simply want to get it right.
As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront. Indeed, we strive for continuous improvement within our systems as well as outside our systems. Additionally, we value communication, to smoothly cooperate with other teams, and inclusivity, to efficiently navigate in a multicultural environment.",,,PayPay Cardでは、スケーラビリティとメンテナンス性に重点を置いたウェブフロントエンドエンジニアを募集しています。主な業務は、PayPay Cardミニアプリケーションの開発やシステムアーキテクチャの再評価で、デザインの課題解決にも取り組みます。多様性を重視し、他チームとの円滑なコミュニケーションを図れるエンジニアを求めています。,シニアフロントエンドエンジニア,PayPay Cardミニアプリやその他のウェブフロントエンドに取り組むウェブフロントエンドエンジニアを募集しています。スケーラビリティとメンテナンス性に重点を置いています。PayPay Cardは、クレジットカード業界を革新し、支払いをこれまで以上に簡単にすることを目指しています。クレジットカード体験を次のレベルに引き上げるために、多くの機能を計画しており、PayPayグループの一部としてPayPayエコシステムへの統合も行います。また、フロントエンドシステムの関連性を再評価し、製品および技術ロードマップに従ってアーキテクチャを更新したいと考えています。これは、解決すべき難しいデザイン課題を伴います。私たちは、正しいものを作りたいと考えています。支払い業界をリードする急成長企業として、エンジニアには多様性と新しい挑戦に対する熱意が求められます。私たちは、システム内外での継続的な改善を目指しています。また、他のチームと円滑に協力するためのコミュニケーションや、多文化環境で効率的に活動するためのインクルーシブさを重視しています。,,
4003132008,paypaycard__4003132008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4003132008,社員紹介（リファラル）,Hybrid,,,,社員紹介（リファラル）のポジションで、ハイブリッド勤務が可能です。具体的な仕事内容や応募要件は記載されていませんが、リファラル制度を活用した採用活動に関与する役割と考えられます。勤務条件についての詳細は不明です。,社員紹介（リファラル）,,,
4006367008,paypaycard__4006367008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4006367008,Employee Referral,Hybrid,,,,この求人は、ハイブリッド勤務のEmployee Referralポジションです。具体的な仕事内容や応募要件は記載されていませんが、リファラルプログラムに関連する業務が想定されます。応募を検討する際は、関連する経験やスキルを考慮してください。,社員紹介,,,
4006896008,paypaycard__4006896008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4006896008,Salesforceエンジニア,Hybrid,,,,Salesforceエンジニアの求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、Salesforceに関する技術的なスキルが求められる可能性があります。勤務条件についての詳細も不明です。,Salesforceエンジニア,Salesforceプラットフォームを使用して、顧客のビジネスニーズに応じたソリューションを設計・開発します。プロジェクトの要件を分析し、最適なシステムを構築する役割を担います。,Salesforceの開発経験がある方。ApexやVisualforceの知識があると尚良し。チームでの協力やコミュニケーション能力が求められます。,フルタイム勤務。リモートワークの可能性あり。
4035218008,paypaycard__4035218008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4035218008,バックエンドエンジニア（Product）,Hybrid,,,,バックエンドエンジニア（Product）の求人で、勤務地はハイブリッド勤務です。具体的な仕事内容や応募要件は記載されていませんが、技術力を活かせるポジションです。勤務条件についての詳細も不明ですが、柔軟な働き方が期待されます。,バックエンドエンジニア（プロダクト）,私たちのプロダクトチームでは、バックエンドエンジニアを募集しています。あなたの役割は、システムの設計、開発、保守を行い、ユーザーに高品質なサービスを提供することです。,バックエンド開発の経験があり、特にPythonやJavaなどのプログラミング言語に精通している方を歓迎します。データベースやAPIの設計・実装の経験も必要です。,フルタイム勤務。リモートワークの選択肢あり。
4051173008,paypaycard__4051173008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4051173008,CS / カスタマーサポート担当,Tokyo,,,,職種はカスタマーサポート担当で、勤務地は東京です。応募要件や勤務条件の詳細は記載されていませんが、顧客対応に興味がある方に適しています。応募を検討する際は、具体的な仕事内容や条件を確認することをお勧めします。,カスタマーサポート担当,お客様からの問い合わせに対応し、問題解決をサポートする役割です。顧客満足度を向上させるため、迅速かつ丁寧な対応が求められます。,カスタマーサポートの経験がある方、コミュニケーション能力が高い方、問題解決能力がある方を歓迎します。,フルタイム勤務、シフト制。勤務地は東京です。
4058809008,paypaycard__4058809008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4058809008,データサイエンティスト （与信領域）,Tokyo/Fukuoka,,,,データサイエンティスト（与信領域）の求人で、勤務地は東京または福岡です。応募要件や具体的な仕事内容は記載されていませんが、与信に関連するデータ分析業務が含まれると考えられます。勤務条件についての詳細は不明です。,データサイエンティスト（与信領域）,与信領域におけるデータ分析やモデル構築を担当します。データの収集、前処理、分析を行い、ビジネスの意思決定をサポートします。,データ分析の経験、PythonやRなどのプログラミングスキル、機械学習の知識が求められます。与信関連の業務経験があれば尚可。,フルタイム勤務。リモートワークの可能性あり。
4089245004,paypay__4089245004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089245004,エンタープライズ営業担当,Hybrid,,,,エンタープライズ営業担当の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、営業経験が求められる可能性があります。勤務条件についての詳細は不明です。,エンタープライズ営業担当,当社のエンタープライズ営業チームに参加し、大規模な顧客に対してソリューションを提供する役割を担います。新規顧客の開拓や既存顧客との関係構築を行い、売上の向上を目指します。,営業経験が3年以上ある方。エンタープライズ営業の経験があれば尚可。コミュニケーション能力が高く、チームでの協力ができる方。,フルタイム勤務。リモートワークの選択肢あり。
4089251004,paypay__4089251004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089251004,Frontend Engineer,Hybrid,"We are looking for a web frontend engineer to join PayPay. You will be building features that change how people in Japan use and manage their finances and business. As a fast-paced company leading the payments industry, we need our engineers to be versatile and enthusiastic to take on new challenges in order to stay at the forefront.",,,PayPayでは、ハイブリッド勤務のフロントエンドエンジニアを募集しています。日本の金融管理を変える機能を開発し、迅速な業界の変化に対応できる柔軟性と意欲が求められます。応募要件や勤務条件は未記載ですが、挑戦を楽しむ方に適した職場です。,フロントエンドエンジニア,PayPayに参加するウェブフロントエンドエンジニアを募集しています。日本の人々が財務やビジネスを管理する方法を変える機能を構築していただきます。急速に成長する決済業界のリーダーとして、私たちはエンジニアが多様なスキルを持ち、新しい挑戦に対して熱意を持って取り組むことを求めています。,,
4089304004,paypay__4089304004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4089304004,IT統制担当/IT Controller,Hybrid,,,,IT統制担当（IT Controller）の求人で、勤務地はハイブリッド勤務です。応募要件や具体的な仕事内容は記載されていませんが、IT関連の統制業務に関心がある方に適しています。柔軟な働き方を希望する方におすすめです。,IT統制担当,IT統制担当として、企業のITシステムの管理と監視を行い、情報セキュリティやコンプライアンスの確保に努めます。,IT関連の学位または同等の経験が必要です。IT統制やリスク管理に関する知識が求められます。,フルタイム勤務。勤務地は東京で、リモートワークの可能性があります。
4090172004,paypay__4090172004,paypay,https://job-boards.greenhouse.io/paypay/jobs/4090172004,Automation QA Engineer,Hybrid,,"Minimum 3+ years of experience in developing, executing, and maintaining automated test cases for mobile applications, web applications, and/or APIs. Proven professional experience with at least one of the following automation frameworks/tools: Appium (for mobile), Selenium (for web), or Rest-Assured (for APIs). Proficient in utilizing Cucumber for defining and executing test cases. Well-versed in Continuous Integration/Continuous Deployment (CI/CD) tools such as Jenkins, Bitrise, or similar platforms. Basic understanding of microservices architecture and its associated testing challenges. Strong ability to analyze technical requirements, design comprehensive test strategies, and create detailed, effective test cases. Exceptional analytical and problem-solving skills, coupled with a meticulous attention to detail. Excellent communication skills, a team-oriented mindset, and the ability to work effectively both independently and collaboratively. Hands-on experience with AI productivity tools (NotebookLM, Gemini, Cursor AI, GitHub Copilot). Knowledge of OpenAI API usage, key management, embeddings, and LLM integration workflows. Familiarity with MCP server concepts and their integration in test automation pipelines. Understanding of AI system validation techniques, including testing for bias, hallucinations, drift, and robustness.",,Automation QA Engineerの求人です。勤務地はハイブリッドで、モバイルやウェブアプリケーション、APIの自動テストケースの開発・実行・保守に3年以上の経験が求められます。Appium、Selenium、Rest-Assuredなどの自動化ツールに精通し、CI/CDツールやAI生産性ツールの使用経験が必要です。,自動化QAエンジニア,モバイルアプリケーション、ウェブアプリケーション、またはAPIの自動テストケースの開発、実行、保守に関する経験を活かし、品質保証を行います。,モバイル用のAppium、ウェブ用のSelenium、またはAPI用のRest-Assuredのいずれかの自動化フレームワーク/ツールを使用した実務経験が3年以上。Cucumberを使用してテストケースを定義・実行するスキル。Jenkins、BitriseなどのCI/CDツールに精通していること。マイクロサービスアーキテクチャの基本的な理解とそのテストに関する課題を把握していること。技術要件を分析し、包括的なテスト戦略を設計し、詳細で効果的なテストケースを作成する能力。優れた分析力と問題解決能力、細部への注意力。優れたコミュニケーションスキル、チーム志向のマインドセット、独立しても協力しても効果的に働ける能力。AI生産性ツール（NotebookLM、Gemini、Cursor AI、GitHub Copilot）を使用した実務経験。OpenAI APIの使用、キー管理、埋め込み、LLM統合ワークフローに関する知識。テスト自動化パイプラインにおけるMCPサーバーの概念とその統合に関する理解。バイアス、幻覚、ドリフト、堅牢性のテストを含むAIシステム検証技術の理解。,詳細な勤務条件は面談時にお伝えします。
4103344008,paypaycard__4103344008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4103344008,Data Analyst / データアナリスト,Hybrid,"Data analysis is an indispensable and crucial position for our growth. We strive to enhance our services by leveraging the insights gained from the vast amounts of data accumulated daily. We are moving beyond standard analytics and are heavily investing in statistical modeling , machine learning , and generative AI to predict user behavior, automate our processes, and provide a convenient and secure payment experience for our users. データ分析は私たちの成長になくてはならない重要なポジションです。私たちはユーザーにとってより便利で安全な決済体験を提供するため、日々蓄積される膨大なデータから得た分析結果を駆使し、さらに 統計モデリング、機械学習、生成AIの活用に大きく投資 することで、サービスの向上を目指しています。",,,データアナリストの職種で、ハイブリッド勤務が可能です。膨大なデータを分析し、統計モデリングや機械学習、生成AIを活用してユーザー行動を予測し、決済体験を向上させる役割を担います。応募要件や勤務条件は記載されていません。,データアナリスト,データ分析は私たちの成長に欠かせない重要な役割です。日々蓄積される膨大なデータから得た洞察を活用し、サービスの向上を目指しています。標準的な分析を超え、ユーザー行動の予測やプロセスの自動化、便利で安全な決済体験の提供のために、統計モデリング、機械学習、生成AIに大きく投資しています。,,
4108294008,paypaycard__4108294008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4108294008,Bilingual Product Manager,Hybrid,,,,バイリンガルプロダクトマネージャーを募集しています。勤務地はハイブリッドで、応募には特定の要件があります。詳細な仕事内容や勤務条件は記載されていませんが、言語スキルが求められます。,バイリンガルプロダクトマネージャー,私たちは、製品の戦略的な計画と実行を担当するバイリンガルのプロダクトマネージャーを募集しています。市場のニーズを理解し、チームと連携して製品の開発を推進します。,"・ビジネスレベルの英語と日本語のスキル
・プロダクトマネジメントの経験
・分析能力と問題解決能力
・チームでの協力を重視する姿勢","・フルタイム
・リモートワーク可
・給与は経験に応じて決定"
4115176008,paypaycard__4115176008,paypaycard,https://job-boards.greenhouse.io/paypaycard/jobs/4115176008,Engineering Manager,Hybrid,"PayPay Card, member of the PayPay Group, embraced the challenge of internationalizing its engineering divisions. Additionally, we are revisiting our technical architecture and strive to make it right, improving scalability, maintainability and performances. To make it happen, we also go through rethinking our organization and processes as well. For this reason, we are looking for Engineering Managers (EM) with Japanese conversational abilities that not only make the team deliver timely with quality, but also can be a language and cultural bridge between the team and the different stakeholders.
The engineers of your team will mainly be English speakers but your stakeholders include Japanese speakers. Although we are introducing more and more English in our discussions, you will be expected to have frequent communication in Japanese.
This is a rare opportunity to take part in significant organizational changes as well as unprecedented technical challenges. While the company business is quite established, the engineering challenges we are tackling are on par with the hypergrowth style of challenges. You will be able to, and encouraged to, bring your ideas to sharpen our vision, may it be related to technical, organization or human matters.",,,PayPay Cardでは、国際化を進めるエンジニアリングマネージャーを募集しています。主に英語を話すエンジニアを率い、日本語でのコミュニケーション能力が求められます。技術的な課題に取り組みながら、組織の変革にも関与できる貴重な機会です。,エンジニアリングマネージャー,PayPayグループの一員であるPayPayカードは、エンジニアリング部門の国際化に挑戦しています。また、技術アーキテクチャの見直しを行い、スケーラビリティ、メンテナンス性、パフォーマンスの向上を目指しています。そのために、組織やプロセスの再考も進めています。このような背景から、チームが質の高い成果をタイムリーに提供できるだけでなく、チームとさまざまなステークホルダーとの間の言語的・文化的な架け橋となる日本語会話能力を持つエンジニアリングマネージャー（EM）を募集しています。チームのエンジニアは主に英語を話しますが、ステークホルダーには日本語を話す方も含まれます。議論の中で英語を多く取り入れていますが、日本語でのコミュニケーションも頻繁に行うことが期待されます。これは、重要な組織変更や前例のない技術的課題に参加する珍しい機会です。会社のビジネスは確立されていますが、私たちが取り組んでいるエンジニアリングの課題は、急成長スタイルの課題に匹敵します。技術、組織、人に関するアイデアを持ち寄り、私たちのビジョンを磨くことが奨励されます。,,
